0,100,1
1,101,1
2,102,1
3,103,1
4,104,1
5,105,1
6,106,1
7,107,1
8,108,1
9,109,1
10,110,1
11,111,1
12,112,1
13,113,1
14,114,1
15,115,1
16,116,1
17,117,1
18,118,1
19,119,1
20,120,1
21,121,1
22,122,1
23,123,1
24,124,1
25,125,1
26,126,1
27,127,1
28,128,1
29,129,1
30,130,1
31,131,1
32,132,1
33,133,1
34,134,1
35,135,1
36,136,1
37,137,1
38,138,1
39,139,1
40,140,1
41,141,1
42,142,1
43,143,1
44,144,1
45,145,1
46,146,1
47,147,1
48,148,1
49,149,1
50,150,1
51,151,1
52,152,1
53,153,1
54,154,1
55,155,1
56,156,1
57,157,1
58,158,1
59,159,1
60,160,1
61,161,1
62,162,1
63,163,1
64,164,1
65,165,1
66,166,1
67,167,1
68,168,1
69,169,1
0,101,0
1,102,0
2,103,0
3,104,0
4,105,0
5,106,0
6,107,0
7,108,0
8,109,0
9,110,0
10,111,0
11,112,0
12,113,0
13,114,0
14,115,0
15,116,0
16,117,0
17,118,0
18,119,0
19,120,0
20,121,0
21,122,0
22,123,0
23,124,0
24,125,0
25,126,0
26,127,0
27,128,0
28,129,0
29,130,0
30,131,0
31,132,0
32,133,0
33,134,0
34,135,0
35,136,0
36,137,0
37,138,0
38,139,0
39,140,0
40,141,0
41,142,0
42,143,0
43,144,0
44,145,0
45,146,0
46,147,0
47,148,0
48,149,0
49,150,0
50,151,0
51,152,0
52,153,0
53,154,0
54,155,0
55,156,0
56,157,0
57,158,0
58,159,0
59,160,0
60,161,0
61,162,0
62,163,0
63,164,0
64,165,0
65,166,0
66,167,0
67,168,0
68,169,0
